Date,User,Message
2018-12-04 10:18:16,"정현석_hue","아... 그룹멘션 ㅠㅠ
https://dkt.agit.in/g/300016513/wall/317698558#comment_panel_317760419"
2018-12-04 10:18:24,"정현석_hue","모빌리티 업무 혹시 확인하셨을까요?"
2018-12-04 10:19:06,"Rich.진경","여윽시 하나쯤 잊혀져야 제맛"
2018-12-04 10:19:13,"Rich.진경","죄송합니다 확인 못했습니다"
2018-12-04 10:19:51,"정현석_hue","멀티아지트 그룹멘션 문제니 죄송할건 아니에요..
요거 담당자 빨리 정리해야겠네요"
2018-12-04 10:21:38,"최호철_멀린","업무관리툴 비번 변경은 누구에게 물어야해요?"
2018-12-04 10:22:21,"정현석_hue","아지트에 FT개발1팀 만들어서 초대 다 드렸어요~
기존 팀/그룹에서 멘션 받고있던 부분이 완전히 변경된게 아니라서 조금 시간 두고 나오시면 될 것 같아요"
2018-12-04 10:22:26,"정현석_hue","제가 해드릴게요"
2018-12-04 10:22:52,"정현석_hue","초기화 해드렸어요"
2018-12-04 10:24:31,"최호철_멀린","감싸함다"
2018-12-04 10:24:32,"정현석_hue","@레비, 리치, 케리
어제 논의한데로 페이지는 2팀에 지원문의하면 되지요~?"
2018-12-04 10:24:39,"정현석_hue","페이지 베스트셀러"
2018-12-04 10:25:07,"정현석_hue","혹시 모빌리티 작업도 넘겨야 하는지 확인해주시고 
지원받아야하면 같이 문의할게요~"
2018-12-04 10:26:52,"kerry 유보","페이지 지원 문의해보고 가능하면 이번 업무 같이보는걸로요~"
2018-12-04 10:27:04,"정현석_hue","넵~"
2018-12-04 10:27:29,"정현석_hue","공동체 클러스터에서 사용하던 그룹멘션 노티 예정인데요
https://wiki.daumkakao.com/pages/viewpage.action?pageId=500630270
 
담당자들 정리해뒀던 위키에요~ 혹시 빠지거나 추가가 필요한지 확인 한번 해주세요~"
2018-12-04 10:29:33,"정현석_hue","일간회의는 미지정 업무 논의, 이슈 공유, 공지가 없으면 스킵합니다~~ 보통 10시반에 진행해요"
2018-12-04 10:40:22,"이현아","사진"
2018-12-04 10:40:26,"최호철_멀린","@휴 혹시 기안 팀명 되었다고 하시지 않으셨나요?"
2018-12-04 10:40:31,"최호철_멀린","아닌가 ~"
2018-12-04 10:40:36,"이현아","@hue 확인부탁드립니다"
2018-12-04 10:44:30,"정현석_hue","@케리
PC/M)다음웹툰 라이브챗 이벤트 페이지
이 업무 요청 url 찾아주실 수 있나요?"
2018-12-04 10:44:46,"정현석_hue","엄... 했다고 했는디..."
2018-12-04 10:47:26,"정현석_hue","@케리 
찾았어요~~"
2018-12-04 10:48:28,"정현석_hue","@루카스
PC, MW)다음웹툰 뷰어 하단 검색광고 구좌 적용의 건
 
캘린더에 아지트 url이 없어요~
작성해주시고 저한테도 알려주세요~"
2018-12-04 10:49:52,"루카스","@휴 넵 알겠습니다~"
2018-12-04 10:51:27,"루카스","@휴 아지트 url 추가하였습니다~"
2018-12-04 10:52:26,"정현석_hue","저도 알려주세요"
2018-12-04 10:55:25,"정현석_hue","@all
법인카드 기안상신 11월은 인사발령 전 사용분이라 기존 팀을 cost center로 하시면 되요~
결재선만 변경해주세요~"
2018-12-04 10:56:34,"방승민 브레드","네 알겠습니다."
2018-12-04 11:13:04,"정현석_hue","공동체 클러스터에서 쓰던 그룹멘션을 담당자로 변경하는걸 논의해야 하는데요
시간들 언제 되시나요~?"
2018-12-04 11:14:44,"민시홍","전 오늘도 괜찮아요~"
2018-12-04 11:44:08,"정현석_hue","개발부문 아지트가 생성되서 전원 초대해드렸어요~"
2018-12-04 13:50:34,"정현석_hue","업무관리툴 설명 들어야 하시는분 2시에 시간되시나요?"
2018-12-04 13:50:55,"이현아","넵"
2018-12-04 13:50:57,"김효원 hyo","넵"
2018-12-04 13:51:03,"최호철_멀린","네네"
2018-12-04 13:51:29,"구본국 Justin","네~"
2018-12-04 13:51:32,"정현석_hue","그랄줄 알고 파폭에 잡아놨습니다~ 2시에 파폭으로 오세욤~"
2018-12-04 13:51:36,"최호철_멀린","놋북 필요합니까?"
2018-12-04 13:51:53,"정현석_hue","음... 딱히 필요는 없을거 같아요
관련해서 문서도 있어서 참고하시면서 작성하셔도 되서요~"
2018-12-04 13:52:08,"정현석_hue","가져오셔도 무방합니다~"
2018-12-04 13:59:29,"정현석_hue","업무 관리 프로그램
https://ui.dktechin.io/
 
작성요령 위키
https://wiki.daumkakao.com/pages/viewpage.action?pageId=113637775"
2018-12-04 14:46:50,"김효원 hyo","https://docs.google.com/spreadsheets/d/1LQsN4Cu4MhbyyBuJi9b39m7_rO2a8uYiRXcx1n64hOI/edit#gid=1352991083"
2018-12-04 14:52:32,"정현석_hue","초과근무 작성 시트
https://docs.google.com/spreadsheets/d/1TqJ2d7gLvQotpFnKEtJZNrl1AWEx0dpI9AUhwmFRdUs/edit#gid=1348700332"
2018-12-04 14:52:46,"이현아","휴 이거 작성하는 시간은 어디에 기입해여?"
2018-12-04 14:53:13,"최호철_멀린","초과근무작성시트 액세스 요청 드렸어요~"
2018-12-04 14:53:26,"이현아","저도 액세스요청 드렸습니다"
2018-12-04 14:54:02,"정현석_hue","4명 추가해드렸어요"
2018-12-04 14:55:00,"이현아","https://wiki.daumkakao.com/pages/viewpage.action?pageId=455411884
 
응용분석팀에서 진행한 프로젝트는 위키에 별도 작성해두었어요~ 참고해주세요"
2018-12-04 14:55:47,"최호철_멀린","yo"
2018-12-04 14:59:10,"민시홍","아.. 우리 주간회의때 1탭 2space 변경 얘기 안했네요.."
2018-12-04 15:00:22,"정현석_hue","아...안했다......"
2018-12-04 15:00:29,"정현석_hue","초과근무 작성시 식사시간은 포함되지 않아요~"
2018-12-04 15:01:27,"구본국 Justin","네 알겠습니다~"
2018-12-04 15:11:43,"정현석_hue","@션
야근식대 반려드렸어요~ 영수증 확인한번해주세요~"
2018-12-04 15:15:57,"정현석_hue","법인카드 상신 결제 중인데요..
제목을 다 다르게 쓰고계시네요..
 
결제 문서 작성시에 가이드가 있어요 ㅠㅠ"
2018-12-04 15:16:52,"정현석_hue","O월 OO파트 (성명) 법인카드대금 정산 건(야근식대)
O월 OO파트 (성명) 법인카드대금 정산 건(시내교통비)
O월 OO팀 (성명) 포인트 정산 건 
O월 OO파트 부서운영비 추가정산 건 
O월 OO팀 협의비 추가정산 건"
2018-12-04 15:17:08,"정현석_hue","이번은 그냥 넘길게요~ 담달부터 참고해주세요~"
2018-12-04 15:18:31,"Rich.진경","야근식대랑 택시비랑 따로 올리는거였나유"
2018-12-04 15:19:55,"정현석_hue","사내에서 정확한 히스토리는 모르고 나눠달라고 들어서 나눠서 작성했던걸로 기억해요~
 
문서 작성할 때 품목/과목이 다르면 따로 상신올리는게 맞을거에욤~"
2018-12-04 15:22:24,"정현석_hue","야근식대 상신하실때 Description 부분은 변경되서 공지가 되었어요~
 
1인 식사, 다수 식사를 쓰던 방식에서
 
1인 식사 시 : 야근식대(해당업무)
다수 식사 시 : 야근식대(영문이름1, 영문이름2)"
2018-12-04 16:17:53,"김효원 hyo","휴, 저희 지금 작업중인 카테고리 이구요
 
서비스 > 카페 > Flash to HTML
 
콘텐츠 > tv팟/카카오TV > 카카오TV
 
인프라플랫폼실 > 지도 > 로드뷰/스토어뷰
인프라플랫폼실 > 지도 > 지하철노선도
카카오 > 응용분석 > data zoo
카카오 > 응용분석 > atm 
카카오 > 웹컴포넌트 > 서제스트
카카오 > 웹컴포넌트 > 소셜쉐어
카카오 > 웹컴포넌트 > 다음에디터
 
아지트 초대해 주시면 아지트에다시 작성할께요"
2018-12-04 16:20:49,"정현석_hue","네 확인하고 말씀드릴게욤"
2018-12-04 16:45:26,"정현석_hue","오늘 회계 마감이여유~ 안쓰신분 올려주세요"
2018-12-04 17:09:48,"정현석_hue","추후 변경할 수도 있지만 
우선 공동체별 업무 컨택 하실 담당자 정했습니다.
 
관련해서 공동체별로 아지트 설명글, 공지가 등록 될 예정이에요~
 
업무하시면서 컨택 같이 진행하시니 많이들 도와주세요~"
2018-12-04 17:10:28,"정현석_hue","* 모빌리티 : 리치
* 카카오헤어샵 : 리치
* 카카오페이 : 
    * 운영업무 : 캐리
    * 프로모션 : 캐리(추후 시혼 변경 고려중)
* 포도트리,웹툰 : 
    * 카카오페이지 : 션
    * 다음 웹툰 : 레비
* 카카오뱅크 : 레비
* 메이커스 : 레비"
2018-12-04 17:53:56,"정현석_hue","리치 미안해요... 양식 바꾼다는게 요청글을 써버렸네요 ㅋㅋ 알림 무시해주세요"
2018-12-04 17:55:19,"Rich.진경","음? 'ㅅ' 알림왔대유?"
2018-12-04 17:55:56,"정현석_hue","각 담당자한테 안걸고 공지글 등록해버렸어유"
2018-12-04 17:55:58,"정현석_hue","https://dkt.agit.in/g/300015339/wall"
2018-12-04 18:05:05,"정현석_hue","이후에 업무요청이 당분간은 기존멘션이 걸릴 수 있으니까 바뀐 담당자로 유도해주세요~
저도 보이는데로 노티할게요"
2018-12-04 18:06:18,"Rich.진경","네엡"
2018-12-04 18:12:33,"정현석_hue","아지트 소속은 자동으로 안바뀌고 개인이 바꿔줘야하나보네요?"
2018-12-04 18:19:30,"방승민 브레드","사진"
2018-12-04 18:19:43,"방승민 브레드","자동으로 바뀌는거 아닌가요?"
2018-12-04 18:21:03,"정현석_hue","아지트 좋아요봇 엄청나네요"
2018-12-04 18:23:48,"서주희_Levi","리치대다내"
2018-12-04 18:23:56,"정현석_hue","둘다대다내"
2018-12-04 18:29:08,"정현석_hue","아!
우리 주간회의는 금요일 3시로 할게요
이번주는 티타임 겸 주간회의 진행 예정입니다~~"
2018-12-04 18:29:40,"정현석_hue","인원이 많은지라... 
지나다니시다가 인원 수용가능한 커피샵 보이시면 찜꽁해주세요"
2018-12-05 10:13:35,"최호철_멀린","@휴 주간보고 툴에 아직 ft 관련해서 업데이트 안된건가요?"
2018-12-05 10:16:27,"정현석_hue","네 ㅠㅠ 오전에 하고 공유드릴게요 문의할부분이 있어서요"
2018-12-05 10:19:59,"정현석_hue","오늘 공지는 없습니다~
미지정업무 논의나 공유사항 있으신분?"
2018-12-05 10:20:39,"정현석_hue","카카오페이지 베스트셀러는 지원문의했는데 답변이 없네요..."
2018-12-05 10:20:48,"Rich.진경","https://dkt.agit.in/g/300016513/wall/317801091
* 업무 개요 : 카카오모빌리티 기업사이트 수정 (카풀 내용 추가)
* 작업 예정 기간 : 마크업/개발 완료 희망 12/10(월)"
2018-12-05 10:21:17,"Rich.진경","작업은 금방 할 수 있을 것 같은데"
2018-12-05 10:39:27,"Rich.진경","위건은 루카스가 금일 진행하겠습니다~"
2018-12-05 10:39:56,"루카스","@리치 넵~ 캘린더 등록할게요~"
2018-12-05 10:40:01,"Rich.진경","넵~"
2018-12-05 10:59:18,"정현석_hue","업무전달 시에 기존에 윌리를 cc하셨던 부분은 팀장으로 걸었던 부분이라 이후에는 저로 걸어주시면 됩니다~~"
2018-12-05 10:59:46,"Rich.진경","뉑"
2018-12-05 11:31:52,"정현석_hue","업무툴에 FT업무 등록은 전달 주신거하고 회사 서비스 구분하고 다르거나 등록이 안된 부분이 있어서 윌리한테 문의해놨는데 아직 답변이 없어요~
 
오전중에 처리가 안될 수도 있을것 같아요 ㅠ"
2018-12-05 11:35:58,"이현아","네 참고하겠습니다"
2018-12-05 11:36:11,"이현아","올라와있는 아무 서비스로 일단 등록했는데 괜찮죠?"
2018-12-05 11:36:42,"정현석_hue","따로 관리하시는게 없어서 미리 등록하시는거면 일단 문제는 없습니다~ 나중에 잊지않고 수정만 해주세요 ㅎㅎ"
2018-12-05 11:36:48,"이현아","네~"
2018-12-05 11:56:02,"정현석_hue","전체방에 공지하긴 했는데요
업무관리툴 재로그인 한번 하시고 사용해주세요~"
2018-12-05 12:01:29,"정현석_hue","@효, 저스틴
업무관리툴에 회원정보를 윌리가 잘못 등록하신부분이 있어서 수정했어요~
비밀번호 초기화 됐을텐데 번거롭더라도 재변경해주세요 ㅠ"
2018-12-05 12:03:12,"구본국 Justin","네 확인해보겠습니다~"
2018-12-05 12:18:20,"시원 션 이","@all
 
포도트리, 웹툰 마크업개발 아지트에 찰리툴 권한 신청 양식 포멧이 추가되었습니다.
앞으로 찰리툴 권한 신청하실때는 사용해주세요.
현재 권한 추가는 @castle.podo 가 해주고 있는 점 공유드립니다. 
 
참고 : https://dkt.agit.in/g/300011802/wall/317821523"
2018-12-05 12:18:52,"서주희_Levi","감사합니다"
2018-12-05 14:42:18,"정현석_hue","업무관리툴 서비스 등록 완료됐어요~
 
PC) 서비스부문 > 카페 > Flash to JS (2018)
 
PC) 콘텐츠부문 > tv팟/카카오TV > VOD 플래시 플레이어 (2018)
PC) 콘텐츠부문 > tv팟/카카오TV > LIVE 플래시 플레이어 (2018)
PC) 콘텐츠부문 > tv팟/카카오TV > TVING 플래시 플레이어 (2018)
 
PC) 인프라플랫폼실 > 지도 > 로드뷰/스토어뷰 (2018)
PC) 인프라플랫폼실 > 지도 > 지하철노선도 (2018)
 
PC) 기타 서비스 > 응용분석 > data zoo (2018)
PC) 기타 서비스> 응용분석 > ATM (2018)
 
PCM) 기타 서비스> 웹컴포넌트 > 서제스트 (2018)
PCM) 기타 서비스> 웹컴포넌트 > 소셜쉐어 (2018)
PCM) 기타 서비스> 웹컴포넌트 > 다음에디터 (2018)"
2018-12-05 14:42:39,"정현석_hue","업무등록은 이 카테고리로 해주시고
캘린더 등록도 그렇게 해주시면 됩니다~"
2018-12-05 16:01:23,"정현석_hue","사진"
2018-12-05 16:01:29,"정현석_hue","선물포장된 리치를 왠지 찍고 싶네요..ㅋ"
2018-12-05 16:01:49,"Rich.진경","과연"
2018-12-05 16:01:57,"Rich.진경","올라갔다가 욕만 먹으면 어쩔"
2018-12-05 16:03:02,"민시홍","사진"
2018-12-05 16:03:17,"민시홍","크리스마스 선물"
2018-12-05 16:03:21,"김해연","이모티콘"
2018-12-05 16:03:37,"정현석_hue","헙.. 아지트 올리는건가요?"
2018-12-05 16:03:57,"정현석_hue","매력 뿜뿜은...이곳입니다
https://dkt.agit.in/g/300029124/wall/317788618"
2018-12-05 16:04:01,"민시홍","모니터위에 껌종이 포인트"
2018-12-05 16:04:30,"kerry 유보","귀여워 어디 납치당할거같아"
2018-12-05 16:04:38,"서주희_Levi","사진"
2018-12-05 16:04:44,"정현석_hue","올려줘요~ 상받게 해주자"
2018-12-05 16:04:45,"서주희_Levi","샤리도 같이"
2018-12-05 16:04:56,"정현석_hue","제목 : 꽃단장중인 그녀"
2018-12-05 16:05:31,"홍효선 Sharry","사진"
2018-12-05 16:05:42,"홍효선 Sharry","요것만 (뽀뽀)"
2018-12-05 16:05:57,"정현석_hue","뭔가 점점 확대되가는거 같은데"
2018-12-05 16:07:15,"Rich.진경","아아니이..."
2018-12-05 16:10:12,"최호철_멀린","청소용역업체 느낌인데"
2018-12-05 16:12:20,"구본국 Justin","멀린.."
2018-12-05 16:12:49,"최호철_멀린","앗 저스틴 ! 그건 아닙니다"
2018-12-05 16:13:04,"정현석_hue","그것이 무엇이지"
2018-12-05 16:13:08,"정현석_hue","급 넘나 궁금...궁금.."
2018-12-05 16:13:11,"구본국 Justin","주의 부탁드려요"
2018-12-05 16:13:14,"정현석_hue","ㅋㅋㅋㅋㅋ"
2018-12-05 16:13:15,"최호철_멀린","네네 저스틴~"
2018-12-05 16:20:11,"Rich.진경","왜 나한테는 사과 안하쥬"
2018-12-05 16:20:17,"방승민 브레드","??"
2018-12-05 16:20:19,"Rich.진경","이모티콘"
2018-12-05 16:34:55,"최호철_멀린","미안합니다 리취 ㅋㅋㅋ"
2018-12-05 16:36:52,"Rich.진경","멀린사진 수배합니다"
2018-12-05 16:52:29,"김해연","ㅋㅋㅋㅋㅋ"
2018-12-05 16:52:34,"김해연","멀린ㅋㅋㅋ"
2018-12-05 16:56:23,"최호철_멀린","응? ㅋㅋ 멀린이 누구죠?"
2018-12-05 17:34:40,"이현아","저만 인터넷 안되나요"
2018-12-05 17:34:54,"정현석_hue","저도 끊겼었어요.."
2018-12-05 17:35:03,"이현아","그렇군요 저만 이상한줄"
2018-12-05 17:35:19,"정현석_hue","공동체쪽은 연말행사 기간에 업무 요청에 참고하라고 해당 담당자들한테 글을 올릴예정입니다"
2018-12-05 17:35:30,"정현석_hue","관련해서 혹시 공지가 필요한 곳이 있으면 알려주세요"
2018-12-05 17:36:09,"이현아","응용분석팀쪽은 개인이 알리면 될까요?"
2018-12-05 17:36:21,"정현석_hue","제가 접근이 안되죠?"
2018-12-05 17:36:30,"이현아","옙"
2018-12-05 17:36:45,"정현석_hue","직접 글 올리시면 될것 같아https://dkt.agit.in/g/300012999/wall/317835086"
2018-12-05 17:36:50,"정현석_hue","이렇게 올리는 중이에요"
2018-12-05 17:37:23,"홍효선 Sharry","임팩트도 올릴까여?"
2018-12-05 17:37:35,"이현아","접근이 안되는 것 같습니다..?"
2018-12-05 17:37:50,"정현석_hue","임팩트는 제가 접근이 되니 올려도 될거같아요~
아지트 주소좀 주세요~"
2018-12-05 17:37:59,"홍효선 Sharry","네 잠시만요~"
2018-12-05 17:38:42,"정현석_hue","아하... 비공개 그룹이군요..."
2018-12-05 17:39:00,"정현석_hue","공개 그룹도 올릴거라 주소 다시 드릴게요"
2018-12-05 17:39:08,"이현아","넵"
2018-12-05 17:42:13,"정현석_hue","https://dkt.agit.in/g/300011802/wall/317835693"
2018-12-05 17:42:17,"정현석_hue","요건 접근되나요?"
2018-12-05 17:42:20,"이현아","넵"
2018-12-05 17:42:37,"이현아","c.c dk.ft도 해야하나용?"
2018-12-05 17:42:37,"홍효선 Sharry","@휴 임팩트아지트에요
https://kakaoimpact.agit.io/g/300132248/wall"
2018-12-05 17:47:44,"정현석_hue","cc해도 못보니... 안하셔도 됩니다 ㅋㅋ"
2018-12-05 17:49:21,"정현석_hue","앗...좋아요봇들이 알림을 마구 날린다.."
2018-12-06 09:58:38,"이현아","10시회의라 자리좀 비우겠습니다 저 출근했어요~"
2018-12-06 09:59:04,"이현아","@효 원카드좀 빌릴께요 ㅜㅜ"
2018-12-06 10:00:10,"정현석_hue","넵~"
2018-12-06 10:00:24,"정현석_hue","스칼렛은 오전에 반차에요~ 참고해주세요"
2018-12-06 10:27:12,"루카스","금일 업무 없습니다"
2018-12-06 10:27:22,"김효원 hyo","전 지금 출근중입니다"
2018-12-06 10:29:51,"Rich.진경","이모티콘"
2018-12-06 10:32:50,"최호철_멀린","잘먹겠습니다~"
2018-12-06 10:33:11,"Rich.진경","멀린 오늘도 야근해요 <찡긋>"
2018-12-06 10:36:29,"정현석_hue","혹시 윌리하고 면담 아직 진행안하신분 누구신가요~? 리스트업 하려는데 알려주세요~
 
하신분은 하셨다고 얘기해주시면 될 것같아요"
2018-12-06 10:37:18,"Rich.진경","저 안함"
2018-12-06 10:37:28,"민시홍","저 휴랑 정신의방은 안했어요."
2018-12-06 10:37:32,"정현석_hue","저랑 진행하신거 말고 윌리랑 하신거 알려주시면 되욤"
2018-12-06 10:37:43,"서주희_Levi","저도 안했습니다"
2018-12-06 10:37:44,"최호철_멀린","저희는 휴랑 하나요?"
2018-12-06 10:37:58,"루카스","@휴 휴와 면담진행 해야합니다"
2018-12-06 10:38:08,"정현석_hue","주간회의때 그렇게 말씀하셨는데요
 
팀 조직개편 전에 공동체 클러스터는 면담 진행중이였는데 주제가 좀 다를거 같아서요"
2018-12-06 10:38:29,"정현석_hue","시혼,루카스~ 윌리하고 하셨어요?"
2018-12-06 10:38:41,"민시홍","전 윌리랑 했습니다~"
2018-12-06 10:38:46,"루카스","@휴 몇 달전에 했습니다~"
2018-12-06 10:38:52,"홍효선 Sharry","저도 해야하나여?~"
2018-12-06 10:39:28,"정현석_hue","윌리하고 하시는건 상반기 리뷰 면담으로 알고 있는데 자세한건 문의해봐야 알거같아요~
윌리하고 면담 여부만 알려주시면 됩니다욤~"
